Order_ID,pH_0_30,BD_0_30,WHC_0_30,TC_Soil_0_30,TN_Soil_0_30,TP_Soil_0_30,C_N_Soil_0_30,Simpson,Shannon_wiener,Pielou,Richness,AGB,Cover_Plant,High_Plant,Number,TC_Plant,TN_Plant,TP_Plant,C_N_Plant,BGB_0_30,TC_Root_0_30,TN_Root_0_30,TP_Root_0_30,Relative_Coverage_Sedges,Relative_Coverage_Grass,Relative_Coverage_Shrubs,Relative_Coverage_Toxic_Plants,Relative_Coverage_Desirable_forbs,Relative_Quantity_Sedges,Relative_Quantity_Grass,Relative_Quantity_Shrubs,Relative_Quantity_Toxic_Plants,Relative_Quantity_Desirable_forbs,Relative_AGB_Sedges,Relative_AGB_Grass,Relative_AGB_Shrubs,Relative_AGB_Toxic_Plants,Relative_AGB_Desirable_forbs,Pi_Sedges,Pi_Grass,Pi_Shrubs,Pi_Toxic_Plants,Pi_Desirable_forbs,Relative_High_Sedges,Relative_High_Grass,Relative_High_Shrubs,Relative_High_Toxic_Plants,Relative_High_Desirable_forbs,Precipitation,Temperature,Growing_season_precipitation
31_1,7.42,0.88,41.53,82.97,8.16,1.31,10.17,0.69,1.8,0.68,14,84.32,70,2,1195,22.83,1.82,0.14,12.53,888.25,283.16,14.21,0.81,0.02,0,0,0.06,0.92,0,0,0,0.02,0.98,0,0,0,0.02,0.97,0.03,0,0,0.14,0.84,0.05,0,0,0.33,0.62,5535,0.9,4309
31_2,7.93,0.81,42.01,99.27,8.47,1.1,11.72,0.93,2.87,0.93,22,45,17,3.5,635,42.3,3.53,0.19,11.97,1089.3,338.17,14.05,0.69,0.13,0.18,0,0.45,0.24,0.02,0.03,0,0.46,0.48,0.14,0.1,0,0.51,0.25,0.07,0.1,0,0.45,0.38,0.07,0.09,0,0.43,0.41,5488,0.8,4307
31_3,7.69,0.7,47.37,122.79,12.68,0.98,9.69,0.92,2.68,0.89,20,62.73,35,3.2,554,56.22,4.47,0.17,12.57,3530.48,803.18,44.73,2.35,0.34,0.06,0,0.29,0.32,0.05,0.01,0,0.37,0.57,0.17,0.05,0,0.26,0.52,0.21,0.06,0,0.3,0.43,0.24,0.1,0,0.25,0.41,5488,0.8,4307
31_4,7.29,0.83,43.4,100.53,10.11,1.62,9.94,0.89,2.5,0.87,18,114.32,94,2.4,1425,11.57,1.04,0.05,11.1,2015.69,540.7,26.05,1.93,0.06,0.29,0,0.13,0.53,0.03,0.04,0,0.38,0.54,0.05,0.15,0,0.16,0.64,0.1,0.13,0,0.22,0.55,0.21,0.07,0,0.14,0.58,5535,0.9,4309
31_5,7.75,0.88,34.87,102.81,9.67,1.26,10.63,0.79,1.98,0.8,12,56.91,30,5,407,23.25,1.71,0.08,13.59,1046.84,283.64,15.12,0.67,0,0.14,0,0.18,0.68,0,0.02,0,0.22,0.76,0,0.22,0,0.18,0.61,0,0.13,0,0.25,0.63,0,0.21,0,0.35,0.44,5488,0.8,4307
32_1,8.23,0.99,34.73,128.82,6.97,1.28,18.48,0.79,2.01,0.78,13,160.49,40,2,1089,28.87,1.82,0.17,15.83,1297.28,340.17,14.24,0.82,0.02,0.08,0,0.76,0.14,0.15,0.01,0,0.72,0.12,0.03,0.03,0,0.89,0.05,0.12,0.1,0,0.57,0.21,0.19,0.2,0,0.24,0.36,5728,-1.3,4434
32_2,7.76,0.93,38.86,125.39,9.96,1.44,12.59,0.76,2.11,0.74,17,85.62,70,2.7,1509,34.16,2.01,0.17,16.96,1325.01,300.39,10.97,0.72,0.18,0.03,0,0.63,0.17,0.01,0,0,0.86,0.12,0.21,0.04,0,0.57,0.17,0.15,0.07,0,0.59,0.19,0.25,0.18,0,0.29,0.28,5728,-1.3,4434
32_3,7.59,0.94,40.65,123.68,10.76,1.54,11.49,0.89,2.35,0.91,13,101.96,60,3.1,997,21.47,1.74,0.13,12.32,1349.28,474.35,17.81,0.86,0,0.16,0,0.34,0.5,0,0.02,0,0.51,0.47,0,0.18,0,0.32,0.5,0,0.13,0,0.42,0.46,0,0.2,0,0.4,0.39,5728,-1.3,4434
32_4,7.72,0.76,45.49,138.34,12.57,1.38,11.01,0.91,2.78,0.96,18,139.63,90,2.5,1186,22.32,1.6,0.13,13.96,1708.91,530.62,24.87,1.42,0.05,0.24,0,0.24,0.47,0.03,0.04,0,0.43,0.5,0.03,0.3,0,0.35,0.32,0.12,0.11,0,0.4,0.43,0.28,0.06,0,0.53,0.33,5728,-1.3,4434
32_5,7.88,0.92,38.37,114.18,10.41,1.51,10.97,0.85,2.27,0.82,16,102.37,85,2.2,773,17.32,1.24,0.08,13.96,1215.82,378.2,15.54,1.45,0,0.12,0,0.06,0.81,0,0.07,0,0.37,0.55,0.03,0.15,0,0.35,0.47,0.04,0.13,0,0.25,0.58,0.1,0.19,0,0.32,0.39,5728,-1.3,4434
33_1,7.34,1.26,27.83,27.7,3,1.02,9.22,0.86,2.11,0.91,10,43.26,15,1.3,536,27.59,0.95,0.05,29.14,133.45,41.85,1.24,0.08,0.18,0.25,0,0.1,0.48,0.11,0.04,0,0.06,0.79,0.12,0.3,0,0.03,0.55,0.12,0.15,0,0.15,0.59,0.06,0.15,0,0.28,0.51,4851,-6.9,3982
33_2,7.77,1.22,35.99,56.41,5.16,1.94,10.94,0.83,2.22,0.82,15,39.47,45,2.5,1387,34.46,1.33,0.1,25.91,333.64,118.37,3.67,0.3,0.17,0.04,0,0.12,0.68,0.33,0,0,0.17,0.5,0.47,0.06,0,0.09,0.37,0.26,0.05,0,0.18,0.51,0.27,0.11,0,0.26,0.36,4851,-6.9,3982
33_3,7.86,1.14,48.15,52.52,5.78,1.92,9.09,0.9,2.52,0.91,16,62.38,40,1.3,758,9.38,0.43,0.04,21.85,424.63,156.53,5.8,0.39,0.17,0.07,0,0.12,0.64,0,0.01,0,0.23,0.76,0.13,0.07,0,0.09,0.72,0.1,0.06,0,0.21,0.63,0.12,0.1,0,0.28,0.5,4921,-7.2,4022
33_4,7.94,1.19,27.5,57.1,4.82,1.27,11.84,0.85,2.13,0.86,12,45.55,15,2.1,280,7.73,0.41,0.04,19.01,153.39,57.34,1.46,0.14,0,0.39,0,0.06,0.55,0,0.05,0,0.06,0.89,0,0.45,0,0.01,0.54,0,0.21,0,0.12,0.67,0,0.2,0,0.23,0.57,4921,-7.2,4022
33_5,7.85,1.28,30,42.49,4.74,1.57,8.96,0.88,2.38,0.88,15,46.42,50,1,1136,12.37,0.65,0.05,19.07,204.18,73.17,2.67,0.2,0.33,0.08,0.01,0.36,0.23,0.06,0.01,0,0.33,0.6,0.2,0.16,0,0.29,0.35,0.15,0.06,0.02,0.34,0.43,0.07,0.11,0.03,0.32,0.47,4921,-7.2,4022
34_1,6.81,0.84,50.89,74.69,6.81,1.73,10.97,0.89,2.45,0.88,16,52.52,80,2,1104,17.09,0.92,0.06,18.59,6356.06,2335.78,90.99,5.36,0.61,0.05,0.01,0.05,0.28,0.29,0.01,0,0.13,0.57,0.51,0.07,0,0.04,0.37,0.44,0.05,0.02,0.07,0.42,0.43,0.07,0.05,0.03,0.42,4794,-5.5,4025
34_2,7.2,1.03,30.79,64.88,6.7,1.7,9.68,0.85,2.31,0.85,15,56.11,80,1.2,1826,14.35,0.8,0.06,18.01,4827.77,1784.76,67.77,4.46,0.25,0.04,0,0.1,0.6,0.22,0,0,0.2,0.58,0.44,0,0,0.1,0.45,0.24,0.05,0.03,0.2,0.48,0.25,0.09,0.08,0.31,0.27,4794,-5.5,4025
34_3,8.11,1.27,25.87,49.31,4.43,1.99,11.14,0.77,1.76,0.8,10,46.89,100,1.5,2482,8.2,0.45,0.04,18.4,4916.16,1432.12,55.02,3.58,0.73,0.1,0,0,0.16,0.41,0.01,0,0.31,0.28,0.84,0.01,0,0.01,0.15,0.46,0.14,0,0.16,0.24,0.25,0.3,0,0.17,0.28,4794,-5.5,4025
34_4,7.05,1.07,32.82,75.37,8.3,1.88,9.08,0.87,2.36,0.87,15,47.46,80,1.4,1264,11.79,0.72,0.05,16.46,3494.09,1251.88,54.25,3.37,0.27,0.11,0,0.09,0.52,0.07,0,0,0.25,0.68,0.28,0.09,0,0.2,0.43,0.21,0.08,0,0.2,0.5,0.28,0.14,0,0.27,0.31,4928,-5.4,4102
35_1,6.67,1.01,31.22,43.32,5.35,1.39,8.09,0.9,2.48,0.92,15,91.26,40,1.5,1127,14.93,1.02,0.12,14.61,1903.03,561.58,30.4,2.32,0.05,0.44,0,0.22,0.29,0.13,0.04,0,0.37,0.46,0.07,0.18,0,0.26,0.48,0.12,0.2,0,0.3,0.38,0.16,0.11,0,0.32,0.4,4760,-4.7,4036
35_2,6.8,0.68,56.98,79.21,7.43,0.94,10.67,0.88,2.36,0.89,14,58.79,95,1.1,1438,16.6,1.01,0.06,16.42,22875.34,5053.74,186.43,14.58,0.64,0.01,0,0.17,0.19,0.1,0,0,0.58,0.31,0.55,0,0.01,0.26,0.18,0.3,0.06,0.03,0.35,0.27,0.15,0.16,0.09,0.3,0.3,4787,-4.7,4063
35_3,7.19,0.98,31.67,53.34,5.9,1.04,9.04,0.88,2.5,0.83,20,62.75,32,1.8,1582,8.85,0.51,0.07,17.42,3585.08,743.65,30.05,2.62,0.13,0.19,0,0.41,0.27,0.04,0.01,0,0.83,0.12,0.08,0.15,0,0.55,0.21,0.15,0.09,0,0.53,0.23,0.28,0.07,0,0.34,0.31,4787,-4.7,4063
35_4,7.24,0.83,70.96,47.29,5.15,0.6,9.17,0.86,2.27,0.86,14,58.09,65,0.7,935,12.2,0.67,0.08,18.26,6747.56,1505.89,85.48,4.58,0.08,0,0,0.4,0.52,0.02,0,0,0.3,0.68,0,0,0,0.84,0.16,0.08,0,0,0.38,0.55,0.13,0,0,0.44,0.43,4787,-4.7,4063
35_5,6.93,1.16,31,47.39,5.28,1.66,8.98,0.89,2.47,0.89,18,88.35,50,1.3,2064,11.48,0.65,0.09,17.55,2365.79,764.17,37.91,3.23,0.01,0.04,0,0.62,0.32,0.01,0,0,0.66,0.31,0,0.01,0,0.55,0.43,0.04,0.04,0,0.52,0.37,0.1,0.08,0,0.29,0.49,4787,-4.7,4063
36_1,7.85,1.08,33.23,54.27,5.74,1.87,9.45,0.8,2.03,0.77,14,79.78,80,3.5,896,17.78,1.15,0.11,15.5,2225.4,789.71,32.1,1.7,0,0.79,0,0.03,0.18,0,0.13,0,0.56,0.31,0,0.83,0,0.07,0.1,0,0.38,0,0.35,0.27,0,0.23,0,0.45,0.33,4733,-3.9,4017
36_2,7.83,1.09,32.29,57.86,6.19,1.68,9.35,0.83,2.16,0.8,15,39.76,60,2.7,798,12.51,0.94,0.08,13.29,1965.42,617.29,23.48,1.71,0,0.66,0,0.09,0.25,0,0.1,0,0.42,0.48,0,0.61,0,0.15,0.23,0,0.35,0,0.24,0.41,0,0.28,0,0.21,0.51,4733,-3.9,4017
36_3,7.51,0.95,33.77,47.86,4.86,1.5,9.84,0.84,1.99,0.83,11,54.3,25,1,508,16.18,1.26,0.11,12.83,1279.08,371.99,14.48,1.31,0,0.74,0,0.11,0.15,0,0.08,0,0.44,0.48,0,0.82,0,0.06,0.12,0,0.27,0,0.35,0.37,0,0,0,0.51,0.49,4733,-3.9,4017
36_4,7.03,0.85,48.56,68.81,6.56,1.55,10.48,0.81,2.15,0.78,16,31.46,60,4,521,12.68,0.91,0.1,13.96,2682.96,922.18,34.46,2.24,0.02,0.75,0,0.12,0.11,0.05,0.16,0,0.62,0.17,0.14,0.34,0,0.4,0.11,0.03,0.38,0,0.37,0.22,0.03,0.22,0,0.37,0.37,4733,-3.9,4017
36_5,7.32,1.17,29.5,47.02,5.05,1.39,9.32,0.73,1.63,0.74,9,67.16,35,3,943,10.39,0.85,0.07,12.29,2191.6,742.93,26.89,2.26,0,0.63,0,0.28,0.09,0,0.05,0,0.87,0.08,0,0.35,0.01,0.58,0.07,0,0.34,0.03,0.45,0.18,0,0.34,0.08,0.21,0.37,4733,-3.9,4017
37_1,7.24,1.16,33.48,55.34,5.45,1.58,10.15,0.91,2.61,0.87,20,76.33,60,1.5,1369,20.03,1.48,0.14,13.54,2009.62,763.61,27.21,2.56,0.3,0.15,0,0.13,0.42,0.13,0.01,0,0.17,0.69,0.22,0.12,0,0.12,0.53,0.25,0.1,0,0.21,0.44,0.31,0.13,0,0.34,0.22,4761,-4.3,4035
37_2,6.8,1.03,38.22,54,5.34,1.25,10.11,0.91,2.67,0.88,21,85.05,85,1.6,1510,30.56,1.95,0.18,15.68,7528.92,2465.24,92.07,7.35,0.42,0.05,0,0.2,0.33,0.08,0.01,0,0.27,0.64,0.32,0.05,0,0.23,0.41,0.2,0.06,0,0.32,0.42,0.11,0.11,0,0.5,0.28,4738,-4.2,4040
37_3,6.91,1.12,35.61,47.56,4.91,1.63,9.68,0.89,2.47,0.87,17,81.6,80,2.4,1079,64.62,3.89,0.24,16.62,5238.53,844.79,34.99,5.92,0,0.35,0,0.3,0.35,0,0.05,0,0.45,0.5,0,0.28,0,0.2,0.52,0,0.16,0,0.36,0.48,0,0.09,0,0.32,0.59,4738,-4.2,4040
37_4,6.95,1.24,31.59,45.05,4.98,1.72,9.05,0.89,2.48,0.89,16,84.42,70,4,896,72.39,4.19,0.33,17.28,3184.71,929.56,32.66,2.81,0.13,0.49,0,0.11,0.28,0.02,0.1,0,0.4,0.48,0.26,0.34,0,0.05,0.35,0.15,0.26,0,0.26,0.33,0.3,0.19,0,0.28,0.23,4826,-2.9,4062
37_5,7.2,1.29,26.13,38.25,4.12,1.27,9.29,0.9,2.56,0.87,19,39.71,30,3.8,642,15,1.02,0.1,14.69,1341.48,374.82,12.84,1.31,0.03,0.28,0,0.31,0.39,0,0.03,0,0.61,0.36,0.01,0.29,0,0.33,0.37,0.02,0.18,0,0.43,0.38,0.02,0.22,0,0.38,0.38,4826,-2.9,4062
38_1,7.34,0.75,53.89,82.09,8.16,1.13,10.06,0.9,2.47,0.86,18,129.66,50,1.5,2145,34.51,2.3,0.15,15.02,10885.22,2340.24,99.15,7.6,0.2,0.04,0,0.13,0.63,0.01,0,0,0.28,0.7,0.09,0.03,0,0.17,0.71,0.11,0.07,0,0.26,0.55,0.12,0.18,0,0.37,0.33,4826,-2.9,4062
38_2,6.92,0.8,51.51,115.39,10.62,1.25,10.87,0.89,2.49,0.88,17,157.45,95,1.5,1561,39.37,2.47,0.16,15.96,25573.9,5623.09,198,14.43,0.57,0.07,0,0.08,0.28,0.15,0.01,0,0.37,0.46,0.42,0.09,0,0.14,0.35,0.3,0.07,0,0.25,0.38,0.18,0.13,0,0.29,0.41,4779,-2.9,4051
38_3,7.13,0.62,59.02,91.67,8.67,1.01,10.57,0.87,2.31,0.8,14,41.76,90,2.4,1448,55.99,3.36,0.23,16.65,49707.53,7643.07,350.17,26.03,0.49,0.17,0,0.05,0.3,0.09,0.03,0,0.51,0.38,0,0.11,0,0.22,0.66,0.26,0.12,0,0.23,0.39,0.21,0.18,0,0.13,0.49,4826,-2.9,4062
38_4,6.87,0.8,40.68,84.67,8.25,1.19,10.26,0.89,2.44,0.88,16,94.54,15,1.5,581,31.9,2.18,0.15,14.62,7263.75,1829.32,89.32,5.87,0.13,0.23,0,0.07,0.57,0.13,0.02,0,0.07,0.78,0.09,0.08,0,0.02,0.81,0.16,0.13,0,0.13,0.58,0.21,0.14,0,0.26,0.39,4856,-4.8,4072
38_5,7.13,0.74,60.85,79.7,7.79,1.14,10.23,0.89,2.42,0.89,15,93.27,92,1.52,1002,38.74,2.34,0.18,16.52,30118.29,5499.89,279.12,18.79,0.56,0.04,0,0.1,0.3,0.11,0.01,0,0.37,0.51,0.37,0.08,0,0.13,0.42,0.29,0.05,0,0.3,0.36,0.21,0.11,0,0.42,0.26,4870,-5.1,4085
39_1,7.08,1.12,27.52,35.69,3.82,1.5,9.35,0.84,2.13,0.79,15,38.57,18,1,437,17.28,1.04,0.15,16.62,9829.72,1619.91,79.73,10.08,0,0.35,0,0.41,0.23,0,0,0,0.48,0.52,0,0.38,0,0.42,0.2,0,0.2,0,0.46,0.34,0,0.25,0,0.47,0.28,4870,-5.1,4085
39_2,7.15,1.11,25.15,36.03,3.87,1.2,9.3,0.93,2.98,0.9,27,50.34,35,3.1,1023,17.82,1.02,0.09,17.48,10843.62,3434.66,150.45,9.46,0,0.15,0,0.68,0.17,0,0.01,0,0.83,0.16,0,0.12,0,0.77,0.11,0,0.08,0,0.71,0.21,0,0.08,0,0.63,0.29,4856,-4.8,4072
39_3,6.82,0.83,45.44,60.93,5.71,1.41,10.67,0.9,2.49,0.9,16,42.08,30,1.9,642,39.36,2.23,0.2,17.66,14823.87,3390.26,129.53,11.77,0,0.31,0,0.51,0.17,0,0.03,0,0.81,0.16,0,0.35,0,0.57,0.07,0,0.17,0,0.63,0.2,0,0.18,0,0.56,0.26,4870,-5.1,4085
39_4,6.87,1.17,24.79,32.74,3.88,1.67,8.44,0.9,2.63,0.87,21,93.81,45,3.7,1775,25.24,1.29,0.12,19.5,8173.66,2250.43,98.44,8.46,0.06,0.27,0,0.52,0.15,0.08,0.02,0,0.75,0.15,0.06,0.32,0,0.5,0.12,0.06,0.14,0,0.58,0.21,0.05,0.15,0,0.47,0.34,4698,0,3975
39_5,6.82,1.14,28.98,20.98,2.37,0.99,8.86,0.91,2.69,0.87,22,162.79,80,4.5,1130,13.67,0.79,0.09,17.36,4136.23,728,34.67,3.53,0.24,0.24,0.07,0.14,0.3,0.06,0.06,0.05,0.52,0.32,0.13,0.24,0.25,0.2,0.18,0.15,0.14,0.07,0.33,0.3,0.16,0.11,0.09,0.33,0.27,4698,0,3975
40_1,8.16,0.84,46.53,152.97,7.34,1.03,20.85,0.89,2.58,0.85,21,97.52,98,2,1386,40.6,2.47,0.17,16.46,8048.88,3392.71,89.49,5.56,0.55,0.02,0,0.23,0.2,0.09,0,0,0.54,0.37,0.37,0.06,0,0.18,0.4,0.26,0.04,0,0.4,0.29,0.15,0.11,0,0.44,0.3,4698,0,3975
40_2,8.02,0.77,50.29,152.46,12.01,1.06,12.69,0.9,2.54,0.89,17,88.22,93,3.1,874,31.07,1.67,0.11,18.57,17818.8,5728.69,180.9,13.64,0.48,0.19,0,0.2,0.13,0.15,0.04,0,0.55,0.26,0.27,0.27,0,0.25,0.21,0.25,0.12,0,0.44,0.18,0.13,0.13,0,0.58,0.16,4698,0,3975
40_3,8.11,0.61,43.45,110.26,8.9,0.84,12.39,0.87,2.44,0.81,20,51.07,92,4,602,47.72,2.69,0.18,17.76,27638.11,5775.02,236.59,13.53,0.32,0.49,0,0.11,0.09,0.05,0.14,0,0.47,0.33,0.22,0.42,0,0.23,0.12,0.15,0.26,0,0.35,0.24,0.09,0.14,0,0.48,0.29,4698,0,3975
40_4,8.01,0.68,43.23,118.43,9.51,1.05,12.45,0.79,2.03,0.79,13,51.1,80,2,111,37.93,2.41,0.14,15.74,28652.02,4577.27,169.77,14.29,0.71,0.11,0,0.14,0.04,0.6,0.08,0,0.12,0.2,0.72,0.13,0,0.1,0.04,0.52,0.12,0,0.25,0.12,0.25,0.16,0,0.49,0.11,5023,-2.4,4078
40_5,8.2,0.55,50.8,94.82,7.02,0.77,13.51,0.87,2.29,0.87,14,105.12,90,3.5,675,46.31,3.04,0.19,15.24,22163.01,6251.78,198.83,10.48,0.59,0.04,0,0.25,0.12,0.22,0.1,0,0.32,0.36,0.49,0.16,0,0.2,0.15,0.35,0.09,0,0.3,0.26,0.24,0.12,0,0.34,0.29,5031,-2.8,4093
41_1,7.92,0.73,38.3,114,8.69,1.16,13.12,0.86,2.29,0.87,14,102.67,40,2,876,19.21,1.47,0.11,13.1,5467.31,1675.87,79.11,3.68,0.1,0.06,0,0.1,0.74,0.01,0.01,0,0.31,0.67,0.35,0.03,0,0.11,0.51,0.11,0.08,0,0.21,0.6,0.21,0.17,0,0.23,0.39,5031,-2.8,4093
41_2,7.91,0.78,36.79,130.48,9.35,1.21,13.96,0.84,2.15,0.84,13,144.58,75,1.5,2940,36.8,2.31,0.19,15.94,5374.98,1504.27,72.63,3.38,0,0.08,0,0.36,0.56,0,0.01,0,0.37,0.63,0,0.08,0,0.29,0.63,0,0.08,0,0.39,0.53,0,0.17,0,0.43,0.4,5020,-2.5,4083
41_3,7.98,0.7,37.41,100.1,8.99,1.25,11.13,0.86,2.4,0.87,16,51.93,40,2.3,960,27.17,2.04,0.16,13.32,3897.05,1177.44,55.3,1.96,0.07,0.02,0,0.24,0.67,0.07,0.01,0,0.28,0.64,0.05,0.02,0,0.24,0.69,0.11,0.05,0,0.24,0.6,0.2,0.11,0,0.2,0.49,5038,-2.7,4101
41_4,7.99,0.67,48.28,111.63,9.95,1.12,11.21,0.91,2.64,0.91,18,59.73,30,1.8,1315,39.91,2.55,0.25,15.63,4125.83,1465.82,62.31,1.8,0.05,0.18,0,0.26,0.51,0.03,0.01,0,0.36,0.59,0.04,0.21,0,0.31,0.44,0.08,0.11,0,0.28,0.53,0.14,0.14,0,0.23,0.48,5038,-2.7,4101
41_5,7.91,0.74,46.97,114.77,10.01,1.31,11.47,0.9,2.46,0.91,15,116.52,65,2,1682,30.13,2.33,0.17,12.94,4222.02,1565.74,71.51,3.69,0.07,0,0,0.38,0.55,0.03,0,0,0.3,0.67,0.06,0,0,0.42,0.52,0.11,0,0,0.35,0.54,0.25,0,0,0.36,0.4,5023,-2.4,4078
42_2,7.85,1.3,14.61,24.28,1.84,0.23,13.2,0.74,1.82,0.76,11,80.77,40,1.5,1618,22.98,1.3,0.1,17.69,6291.43,1455.02,78.33,4.66,0.21,0,0,0.56,0.22,0.07,0,0,0.77,0.17,0.24,0,0,0.6,0.16,0.25,0,0,0.51,0.24,0.47,0,0,0.19,0.33,5038,-2.7,4101
42_3,7.88,1.12,18.94,29.15,2.32,0.46,12.57,0.88,2.35,0.85,16,66.54,98,1.5,750,17.75,0.98,0.07,18.15,20852.72,3458.68,147.37,11.27,0.74,0.02,0,0.08,0.16,0.19,0,0,0.44,0.37,0.51,0.01,0,0.18,0.31,0.37,0.05,0,0.28,0.3,0.19,0.13,0,0.32,0.36,5038,-2.7,4101
42_4,7.94,0.98,27.53,52.97,3.62,0.5,14.64,0.91,2.55,0.92,16,110.02,23,3.3,1645,27.68,1.44,0.1,19.19,30482.26,3801.82,165.22,14.69,0.36,0.04,0,0.11,0.5,0.05,0,0,0.3,0.65,0.27,0.19,0,0.12,0.42,0.24,0.05,0,0.27,0.44,0.31,0.11,0,0.4,0.18,5516,-5.1,4343
43_1,6.69,0.8,43.89,99.49,9.92,1.13,10.03,0.82,2.13,0.86,12,122.75,50,1,1231,29.56,1.99,0.17,14.88,3933.45,1281.72,69.4,4.62,0,0.01,0,0.04,0.94,0,0,0,0.03,0.97,0,0.01,0,0.01,0.98,0,0.04,0,0.08,0.87,0,0.11,0,0.18,0.71,5521,-5.2,4349
43_2,6.99,0.91,33.7,67.67,6.73,0.98,10.05,0.9,2.5,0.88,17,121.28,95,1,2656,28.54,1.88,0.18,15.17,6283.63,1729.57,85.43,6.53,0.12,0.26,0,0.22,0.41,0.01,0.03,0,0.39,0.57,0.07,0.17,0,0.29,0.47,0.06,0.13,0,0.33,0.47,0.06,0.11,0,0.4,0.43,5521,-5.2,4349
43_3,7.26,1,30.28,65.97,6.39,1.36,10.33,0.91,2.62,0.89,19,94.84,75,2.4,2525,46.96,2.9,0.3,16.2,4131.03,1235.99,56.12,4.27,0.06,0.3,0,0.23,0.41,0.16,0.02,0,0.24,0.58,0.07,0.37,0,0.2,0.36,0.1,0.15,0,0.26,0.49,0.08,0.14,0,0.31,0.47,5516,-5.1,4343
43_4,6.63,0.86,41.33,107.28,10.52,1.78,10.2,0.82,2.15,0.82,14,361.18,50,0.9,1058,70.86,4.66,0.54,15.21,8657.22,2312.36,132.89,11.34,0.03,0.01,0,0.07,0.89,0.14,0,0,0.04,0.82,0.01,0,0,0,0.98,0.07,0.03,0,0.17,0.74,0.04,0.06,0,0.39,0.5,4781,-4.3,4023
43_5,6.8,0.83,38.34,61.57,5.52,1.17,11.15,0.88,2.42,0.89,15,128.88,65,2,1236,25.44,1.72,0.2,14.76,4331.21,1050.58,56.69,4.39,0.07,0.49,0,0.2,0.24,0.01,0.07,0,0.42,0.5,0.05,0.62,0,0.11,0.22,0.07,0.24,0,0.26,0.44,0.13,0.15,0,0.15,0.58,4811,-4.3,4045
44_1,7.64,1.41,12.43,29.13,2.8,0.57,10.39,0.93,2.82,0.9,23,124.51,50,1.5,2579,45.81,2.46,0.19,18.63,4040.04,964.99,46.63,3.06,0.05,0.14,0,0.24,0.56,0,0.01,0,0.32,0.66,0,0.12,0,0.21,0.67,0.04,0.07,0,0.29,0.6,0.06,0.07,0,0.3,0.57,4811,-4.3,4045
44_2,7.72,1.21,11.69,39.89,3.68,0.89,10.83,0.91,2.64,0.9,19,90.44,60,3,1677,25.29,1.33,0.1,19.01,1991.42,696.54,30.15,1.52,0.03,0.06,0,0.47,0.43,0.02,0,0,0.56,0.42,0,0.08,0,0.44,0.48,0.02,0.05,0,0.5,0.43,0.01,0.08,0,0.47,0.44,4781,-4.3,4023
44_3,7.67,1.38,12.69,33.55,3.03,0.88,11.07,0.81,2.36,0.79,20,78.71,60,2,971,28.43,1.83,0.13,15.54,1177.69,429.32,19.83,1.01,0,0.04,0,0.18,0.78,0,0.01,0,0.16,0.83,0,0.06,0,0.16,0.78,0,0.04,0,0.2,0.76,0,0.07,0,0.27,0.66,4811,-4.3,4045
44_4,7.78,1.12,19.25,42.83,4.05,0.42,10.58,0.89,2.55,0.84,21,114.08,65,1.5,2334,31.34,1.7,0.12,18.44,1687.25,609.58,26.19,1.37,0.15,0.21,0,0.47,0.17,0.46,0.01,0,0.36,0.17,0.31,0.11,0,0.46,0.12,0.22,0.12,0,0.4,0.26,0.05,0.12,0,0.38,0.45,4672,-4.4,3932
44_5,7.51,1.15,18.13,37.54,3.31,0.22,11.33,0.87,2.48,0.83,20,117.25,75,2.3,3957,34.4,1.82,0.14,18.85,8259.46,1747.11,75.88,6.19,0.17,0.03,0,0.51,0.29,0.01,0,0,0.49,0.5,0.15,0.01,0,0.47,0.37,0.09,0.03,0,0.49,0.4,0.08,0.06,0,0.46,0.4,4681,-4.4,3941
45_1,6.86,0.71,46.38,104.04,8.97,0.34,11.6,0.84,2.2,0.83,14,144.06,90,2.5,3959,56.44,3.23,0.25,17.49,13468.91,4235.15,171.59,10.25,0.42,0.18,0,0.21,0.18,0.05,0,0,0.84,0.12,0.3,0.02,0,0.5,0.18,0.27,0.11,0,0.45,0.16,0.34,0.15,0,0.31,0.19,4681,-4.4,3941
45_2,6.78,0.66,45.23,45.48,4.16,0.29,10.94,0.89,2.58,0.86,20,102.52,85,2.5,1459,35.89,1.91,0.15,18.82,9535.94,2341.17,88.51,5.06,0.54,0.1,0.01,0.1,0.25,0.12,0.02,0,0.6,0.27,0.26,0.28,0,0.18,0.28,0.27,0.11,0.02,0.32,0.28,0.15,0.23,0.05,0.26,0.32,4672,-4.4,3932
45_3,6.72,0.92,32.96,63.12,5.57,0.4,11.34,0.9,2.58,0.88,19,271.4,98,1.4,1996,102.15,6.27,0.46,16.29,20054.6,3719.19,176.05,17.38,0.19,0.02,0,0.56,0.24,0.22,0,0,0.15,0.63,0.06,0.01,0,0.86,0.07,0.21,0.04,0,0.33,0.42,0.24,0.08,0,0.28,0.4,4672,-4.4,3932
45_4,6.87,0.84,37.12,68.62,6.23,0.37,11.02,0.89,2.66,0.84,24,135.89,95,2.1,1377,44.9,3.26,0.23,13.77,17540.62,5815.21,232.49,10.53,0.62,0.02,0.02,0.08,0.25,0.14,0,0.01,0.48,0.36,0.54,0.01,0.02,0.1,0.34,0.31,0.03,0.03,0.3,0.33,0.16,0.07,0.05,0.34,0.38,4661,-4.6,3909
